Date,Open,High,Low,Close,Volume,Adj Close
04/27/09,1672.87,1700.53,1670.49,1679.41,2203700000,1679.41
04/24/09,1666.43,1702.87,1657.49,1694.29,2547150000,1694.29
04/23/09,1651.47,1654.85,1625.88,1652.21,2463500000,1652.21
04/22/09,1630.14,1679.82,1624.73,1646.12,2657480000,1646.12
04/21/09,1599.03,1643.85,1598.93,1643.85,2422990000,1643.85
04/20/09,1641.35,1643.32,1606.86,1608.21,3061850000,1608.21
04/17/09,1665.6,1682.24,1653.84,1673.07,2418440000,1673.07
04/16/09,1645.52,1676.17,1628.08,1670.44,2390620000,1670.44
04/15/09,1613.56,1627.72,1599.11,1626.8,2042600000,1626.8
04/14/09,1637.5,1651.28,1618.04,1625.72,2253650000,1625.72
04/13/09,1641.61,1660.83,1630.54,1653.31,1824530000,1653.31
04/09/09,1618.83,1652.54,1616.25,1652.54,2165450000,1652.54
04/08/09,1576.93,1595.97,1567.22,1590.66,1837900000,1590.66
04/07/09,1585.58,1588,1559.46,1561.61,1854700000,1561.61
04/06/09,1602.24,1607.6,1580.65,1606.71,1998090000,1606.71
04/03/09,1609.05,1621.87,1593.05,1621.87,2113380000,1621.87
04/02/09,1579.97,1623.34,1576.82,1602.63,2833600000,1602.63
04/01/09,1504.87,1553.03,1498.54,1551.6,2256580000,1551.6
03/31/09,1518.7,1554.47,1518.01,1528.59,2157410000,1528.59
03/30/09,1516.79,1517.06,1484.98,1501.8,2020200000,1501.8
03/27/09,1564.12,1569.21,1543.43,1545.2,2071670000,1545.2
03/26/09,1549.4,1587,1545.21,1587,2535050000,1587
03/25/09,1527.59,1554.25,1487.94,1528.95,2431180000,1528.95
03/24/09,1535.68,1546.21,1515.63,1516.52,2009530000,1516.52
03/23/09,1491.26,1555.77,1482.15,1555.77,2172590000,1555.77
03/20/09,1488.15,1501.78,1448.78,1457.27,2394470000,1457.27
03/19/09,1509.06,1509.06,1475.49,1483.48,2323510000,1483.48
03/18/09,1454.44,1507.4,1448.67,1491.22,2764950000,1491.22
03/17/09,1409.67,1462.11,1405.32,1462.11,2073230000,1462.11
03/16/09,1445.27,1445.27,1402.48,1404.02,2099460000,1404.02
03/13/09,1427.03,1433.98,1408.26,1431.5,2022170000,1431.5
03/12/09,1367.78,1427.55,1355.05,1426.1,2392770000,1426.1
03/11/09,1364.8,1385.29,1352.6,1371.64,2169050000,1371.64
03/10/09,1288.95,1358.28,1288.95,1358.28,2359730000,1358.28
03/09/09,1284.84,1316.15,1265.52,1268.64,2037130000,1268.64
03/06/09,1310.59,1320.51,1268.54,1293.85,2443820000,1293.85
03/05/09,1332.38,1342.86,1298.33,1299.59,2325840000,1299.59
03/04/09,1340.38,1370.29,1333.88,1353.74,2305180000,1353.74
03/03/09,1341.42,1346.88,1312.98,1321.01,2338880000,1321.01
03/02/09,1356.13,1372,1322.13,1322.85,2033110000,1322.85
02/27/09,1376.56,1401.97,1372.42,1377.84,2393280000,1377.84
02/26/09,1436.85,1444.83,1391.47,1391.47,2301990000,1391.47
02/25/09,1428.76,1453.66,1404.54,1425.43,2345380000,1425.43
02/24/09,1399.37,1445.07,1395.11,1441.83,2339660000,1441.83
02/23/09,1452.58,1452.58,1386.68,1387.72,1977740000,1387.72
02/20/09,1427.03,1454.39,1416.96,1441.23,2526040000,1441.23
02/19/09,1478.55,1485.14,1442.53,1442.82,1991000000,1442.82
02/18/09,1480.65,1487.92,1454.46,1467.97,2029710000,1467.97
02/17/09,1489.12,1492.82,1467.79,1470.66,2335370000,1470.66
02/13/09,1539.72,1552.57,1530.05,1534.36,1990190000,1534.36
02/12/09,1510.17,1542.51,1495.34,1541.71,2428250000,1541.71
02/11/09,1531.58,1542.84,1509.35,1530.5,2236450000,1530.5
02/10/09,1578.02,1598.5,1520.56,1524.73,2443370000,1524.73
02/09/09,1590.74,1598.23,1576.1,1591.56,1906940000,1591.56
02/06/09,1547,1594.26,1545.85,1591.71,2389530000,1591.71
02/05/09,1498.59,1554.37,1495.52,1546.24,2511750000,1546.24
02/04/09,1517.19,1549.64,1508.87,1515.05,2197050000,1515.05
02/03/09,1499.59,1521.21,1479.42,1516.3,2049840000,1516.3
02/02/09,1460.85,1502.72,1460.51,1494.43,1987080000,1494.43
01/30/09,1519.46,1523.45,1472.51,1476.42,2054590000,1476.42
01/29/09,1537.47,1537.84,1505.7,1507.84,1932100000,1507.84
01/28/09,1530.48,1568.33,1530.03,1558.34,2122250000,1558.34
01/27/09,1494.12,1513.21,1488.81,1504.9,1784110000,1504.9
01/26/09,1479.98,1514.38,1470.81,1489.46,1815400000,1489.46
01/23/09,1440.78,1495.27,1434.08,1477.29,2210840000,1477.29
01/22/09,1470.85,1492.47,1444.08,1465.49,2286190000,1465.49
01/21/09,1466.4,1507.52,1444.9,1507.07,2120080000,1507.07
01/20/09,1520.76,1521.85,1440.86,1440.86,1989610000,1440.86
01/16/09,1532.47,1538.82,1490.35,1529.33,2235070000,1529.33
01/15/09,1489.46,1521.58,1456.72,1511.84,2507870000,1511.84
01/14/09,1521.71,1528.65,1485.26,1489.64,1919980000,1489.64
01/13/09,1537.42,1557.95,1527.47,1546.46,1965570000,1546.46
01/12/09,1573.45,1573.46,1528,1538.79,1763590000,1538.79
01/09/09,1617.05,1617.26,1569.87,1571.59,1907390000,1571.59
01/08/09,1590.25,1617.01,1584.28,1617.01,1968160000,1617.01
01/07/09,1621.63,1625.37,1588.2,1599.06,2020170000,1599.06
01/06/09,1642.37,1665.63,1636.25,1652.38,2137640000,1652.38
01/05/09,1621.48,1640.46,1604.63,1628.03,1816580000,1628.03
01/02/09,1578.87,1636.03,1571.98,1632.21,1438410000,1632.21
12/31/08,1550.87,1586.81,1548.88,1577.03,1521220000,1577.03
12/30/08,1521.18,1550.7,1517.26,1550.7,1374180000,1550.7
12/29/08,1529.54,1530.92,1493.45,1510.32,1186240000,1510.32
12/26/08,1531.2,1532.13,1518.97,1530.24,592760000,1530.24
12/24/08,1525.15,1527.23,1516.15,1524.9,490990000,1524.9
12/23/08,1539.37,1548.44,1512.54,1521.54,1331050000,1521.54
12/22/08,1562.17,1563.79,1503.66,1532.35,1629320000,1532.35
12/19/08,1572.75,1593.35,1557.05,1564.32,2651440000,1564.32
12/18/08,1583.17,1591.7,1535.38,1552.37,2092320000,1552.37
12/17/08,1568.88,1598.33,1560.05,1579.31,2111370000,1579.31
12/16/08,1526.06,1589.89,1526,1589.89,2180960000,1589.89
12/15/08,1544.16,1544.16,1491.36,1508.34,1677890000,1508.34
12/12/08,1482.55,1543.04,1478.03,1540.72,1869900000,1540.72
12/11/08,1548.47,1568.61,1501.7,1507.88,2018190000,1507.88
12/10/08,1563.66,1584.16,1542.08,1565.48,1955600000,1565.48
12/09/08,1546.54,1602.92,1538.25,1547.34,2246470000,1547.34
12/08/08,1541.44,1583.81,1536.71,1571.74,2290810000,1571.74
12/05/08,1426.93,1510.39,1404.8,1509.31,2177720000,1509.31
12/04/08,1465.77,1500.95,1426.41,1445.56,2020110000,1445.56
12/03/08,1416.03,1493.06,1414.04,1492.38,2240150000,1492.38
12/02/08,1423.85,1450.83,1399.88,1449.8,2056730000,1449.8
12/01/08,1496.09,1496.24,1398.07,1398.07,1904470000,1398.07
11/28/08,1517.95,1535.57,1512.41,1535.57,787580000,1535.57
11/26/08,1441.21,1532.1,1441.21,1532.1,1980020000,1532.1
11/25/08,1472.02,1486.22,1430.4,1464.73,2457510000,1464.73
11/24/08,1409.72,1480.41,1397.19,1472.02,2553620000,1472.02
11/21/08,1346.77,1384.35,1295.48,1384.35,3071280000,1384.35
11/20/08,1373.77,1414.43,1314.9,1316.12,3147650000,1316.12
11/19/08,1479.13,1493.05,1386.42,1386.42,2372880000,1386.42
11/18/08,1488.93,1498.42,1429.92,1483.27,2349230000,1483.27
11/17/08,1494.74,1526.96,1481.7,1482.05,1831540000,1482.05
11/14/08,1560.59,1587.76,1513.09,1516.85,2243750000,1516.85
11/13/08,1503.06,1596.7,1428.54,1596.7,3009550000,1596.7
11/12/08,1555.17,1562.78,1499.21,1499.21,2120870000,1499.21
11/11/08,1598.59,1612.42,1563.95,1580.9,1909080000,1580.9
11/10/08,1680.67,1680.67,1603.33,1616.74,1674900000,1616.74
11/07/08,1629.69,1654.25,1615.51,1647.4,1886230000,1647.4
11/06/08,1659.57,1676.92,1603.87,1608.7,2367880000,1608.7
11/05/08,1757.01,1764.43,1679.19,1681.64,2092410000,1681.64
11/04/08,1761.09,1785.84,1739.81,1780.12,2306350000,1780.12
11/03/08,1718.89,1738.53,1713.39,1726.33,1770880000,1726.33
10/31/08,1684.71,1742.54,1673.32,1720.95,2437120000,1720.95
10/30/08,1698.43,1712.56,1658.45,1698.52,2504420000,1698.52
10/29/08,1643.98,1705.51,1622.01,1657.21,2748720000,1657.21
10/28/08,1552.24,1649.47,1504.13,1649.47,2777540000,1649.47
10/27/08,1528.12,1574.54,1503.81,1505.9,2224430000,1505.9
10/24/08,1493.79,1584.27,1493.79,1552.03,2691940000,1552.03
10/23/08,1621.11,1645.5,1533.55,1603.91,3104700000,1603.91
10/22/08,1671.23,1678.71,1587.22,1615.75,2560810000,1615.75
10/21/08,1741.84,1768.54,1695.12,1696.68,2099810000,1696.68
10/20/08,1735.13,1770.05,1698.01,1770.03,2021750000,1770.03
10/17/08,1678.78,1782.58,1670.28,1711.29,2711030000,1711.29
10/16/08,1644.55,1717.72,1565.72,1717.71,3331040000,1717.71
10/15/08,1754.62,1761.23,1628.33,1628.33,2540180000,1628.33
10/14/08,1894.87,1896.95,1752.89,1779.01,2912850000,1779.01
10/13/08,1734.6,1844.25,1715.74,1844.25,2665690000,1844.25
10/10/08,1590.77,1690.77,1542.45,1649.51,4164090000,1649.51
10/09/08,1766.25,1787.41,1634.88,1645.12,2622310000,1645.12
10/08/08,1710.96,1806.89,1706.86,1740.33,3516070000,1740.33
10/07/08,1867.97,1886.35,1754.88,1754.88,2825810000,1754.88
10/06/08,1898.63,1905.01,1777.02,1862.96,3502250000,1862.96
10/03/08,2005.92,2046.81,1947.19,1947.39,2501480000,1947.39
10/02/08,2052.51,2056.43,1975,1976.72,2173750000,1976.72
10/01/08,2075.1,2083.2,2046.06,2069.4,1899330000,2069.4
09/30/08,2033.69,2094.31,2015.93,2091.88,2376240000,2091.88
09/29/08,2147.16,2152.69,1983.73,1983.73,2808100000,1983.73
09/26/08,2144.06,2187.53,2136.85,2183.34,1949200000,2183.34
09/25/08,2172.26,2210.74,2167.06,2186.57,1846330000,2186.57
09/24/08,2167.55,2179.93,2147.36,2155.68,1818170000,2155.68
09/23/08,2190.71,2209.62,2151.77,2153.33,1974180000,2153.33
09/22/08,2265.77,2266.45,2178.98,2178.98,1881160000,2178.98
09/19/08,2303.9,2318.43,2239.73,2273.9,3898230000,2273.9
09/18/08,2137.42,2201.71,2070.22,2199.1,3867290000,2199.1
09/17/08,2177.58,2183.25,2098.85,2098.85,3102010000,2098.85
09/16/08,2149.65,2214.29,2145.17,2207.9,3187630000,2207.9
09/15/08,2202.28,2244.88,2179.91,2179.91,2697820000,2179.91
09/12/08,2239.25,2268.83,2228,2261.27,1973590000,2261.27
09/11/08,2199.03,2259.25,2191.53,2258.22,2269670000,2258.22
09/10/08,2232.21,2247.63,2209.59,2228.7,2250360000,2228.7
09/09/08,2269.93,2285.54,2209.81,2209.81,2590590000,2209.81
09/08/08,2296.18,2303.89,2236.97,2269.76,2566300000,2269.76
09/05/08,2241.62,2264.35,2216.99,2255.88,2261030000,2255.88
09/04/08,2315.18,2317.32,2259.04,2259.04,2332320000,2259.04
09/03/08,2346.81,2357.43,2320.91,2333.73,2062140000,2333.73
09/02/08,2402.11,2413.11,2338.37,2349.24,2010580000,2349.24
08/29/08,2388.67,2393.49,2360.91,2367.52,1559030000,2367.52
08/28/08,2390.11,2412.84,2388.55,2411.64,1582680000,2411.64
08/27/08,2362.86,2395.02,2358.93,2382.46,1540700000,2382.46
08/26/08,2364.31,2377.04,2345.79,2361.97,1256980000,2361.97
08/25/08,2399.73,2399.73,2362.2,2365.59,2366920000,2365.59
08/22/08,2390.34,2417.63,2390.34,2414.71,1365910000,2414.71
08/21/08,2371.54,2387.72,2360.39,2380.38,1562430000,2380.38
08/20/08,2396.58,2408.68,2372.34,2389.08,1746470000,2389.08
08/19/08,2404.95,2410.96,2376.67,2384.36,1716280000,2384.36
08/18/08,2456.96,2456.96,2404.41,2416.98,1632610000,2416.98
08/15/08,2463.1,2473.2,2441.05,2452.52,1742180000,2452.52
08/14/08,2414.41,2461.15,2414.41,2453.67,1835830000,2453.67
08/13/08,2424.32,2443.44,2404.03,2428.62,1995490000,2428.62
08/12/08,2434.26,2447.16,2421.09,2430.61,2052610000,2430.61
08/11/08,2407.55,2461.65,2402.53,2439.95,2272240000,2439.95
08/08/08,2356.84,2416.4,2352.04,2414.1,2189630000,2414.1
08/07/08,2362.79,2386.44,2351.32,2355.73,2189120000,2355.73
08/06/08,2349.17,2385.77,2333.53,2378.37,2228710000,2378.37
08/05/08,2308.14,2349.83,2303.63,2349.83,2324730000,2349.83
08/04/08,2309.75,2309.75,2280.93,2285.56,2010200000,2285.56
08/01/08,2326.83,2328.95,2286.41,2310.96,2312140000,2310.96
07/31/08,2311.33,2353.39,2309.64,2325.55,2316510000,2325.55
07/30/08,2329.01,2342.88,2299.98,2329.72,2280940000,2329.72
07/29/08,2274.61,2320.18,2274.37,2319.62,2274090000,2319.62
07/28/08,2307.19,2317.75,2258.62,2264.22,1931230000,2264.22
07/25/08,2294.69,2312.6,2282.63,2310.53,2045130000,2310.53
07/24/08,2329.21,2329.21,2278.91,2280.11,2499920000,2280.11
07/23/08,2305.11,2350.09,2300.2,2325.88,2730180000,2325.88
07/22/08,2256.32,2303.96,2252.84,2303.96,2510310000,2303.96
07/21/08,2290.75,2300.32,2270.28,2279.53,1859410000,2279.53
07/18/08,2286.92,2293.18,2269.55,2282.78,2225800000,2282.78
07/17/08,2296.57,2320.77,2274.27,2312.3,2570670000,2312.3
07/16/08,2219.27,2284.85,2205.71,2284.85,2425020000,2284.85
07/15/08,2197.18,2249.12,2167.29,2215.71,2798410000,2215.71
07/14/08,2262.86,2266.44,2207,2212.87,1997990000,2212.87
07/11/08,2233.38,2265.86,2203.25,2239.08,2340180000,2239.08
07/10/08,2239.95,2267.67,2223.04,2257.85,2300880000,2257.85
07/09/08,2290.63,2296.03,2234.59,2234.89,2285560000,2234.89
07/08/08,2244.9,2294.44,2233.99,2294.44,2462380000,2294.44
07/07/08,2263.69,2276.54,2214.16,2243.32,2363990000,2243.32
07/03/08,2261.74,2262.96,2227.8,2245.38,1423670000,2245.38
07/02/08,2311.57,2317.2,2251.3,2251.46,2376300000,2251.46
07/01/08,2274.24,2306.91,2255.79,2304.97,2653890000,2304.97
06/30/08,2312.42,2325.49,2292.98,2292.98,2096400000,2292.98
06/27/08,2319.62,2329.94,2290.59,2315.63,3403540000,2315.63
06/26/08,2365.86,2366.16,2321.37,2321.37,2300840000,2321.37
06/25/08,2376.82,2421.25,2376.29,2401.26,2153970000,2401.26
06/24/08,2375.8,2394.86,2352.1,2368.28,2195920000,2368.28
06/23/08,2416.55,2419.69,2384.56,2385.74,1916230000,2385.74
06/20/08,2441.96,2441.96,2394.26,2406.09,2570320000,2406.09
06/19/08,2427.17,2469.15,2412.37,2462.06,2294540000,2462.06
06/18/08,2444.96,2449.18,2422.96,2429.71,2030700000,2429.71
06/17/08,2481.2,2483.19,2456.78,2457.73,1798050000,2457.73
06/16/08,2443.13,2479.95,2441.24,2474.78,1871720000,2474.78
06/13/08,2423.05,2454.5,2417.01,2454.5,2106050000,2454.5
06/12/08,2414.46,2432.88,2388.49,2404.35,2276640000,2404.35
06/11/08,2444.94,2446.28,2394.01,2394.01,2065810000,2394.01
06/10/08,2436.75,2466.28,2432.47,2448.94,2081430000,2448.94
06/09/08,2483.22,2485,2429.3,2459.46,2084630000,2459.46
06/06/08,2528.52,2529.97,2474.56,2474.56,2192240000,2474.56
06/05/08,2509.49,2549.94,2504.57,2549.94,2254760000,2549.94
06/04/08,2473.03,2518.71,2471.52,2503.14,2153510000,2503.14
06/03/08,2500.5,2513.89,2460.56,2480.48,2148040000,2480.48
06/02/08,2514.82,2516.37,2471.41,2491.53,1972760000,2491.53
05/30/08,2519.14,2530.16,2510.65,2522.66,2153350000,2522.66
05/29/08,2486.09,2522.14,2485.92,2508.32,1956100000,2508.32
05/28/08,2491.5,2493.38,2465.59,2486.7,1792750000,2486.7
05/27/08,2450.52,2482.08,2448.58,2481.24,1742710000,2481.24
05/23/08,2454.14,2456,2430.36,2444.67,1734070000,2444.67
05/22/08,2454.74,2474.53,2448.84,2464.58,1932080000,2464.58
05/21/08,2497.39,2508.9,2444.99,2448.27,2166450000,2448.27
05/20/08,2505.86,2506.19,2479.37,2492.26,1991010000,2492.26
05/19/08,2530.82,2551.47,2505.6,2516.09,2269590000,2516.09
05/16/08,2537.41,2537.41,2504.18,2528.85,2286090000,2528.85
05/15/08,2496.44,2535.19,2492.95,2533.73,2176320000,2533.73
05/14/08,2503.28,2528.4,2493.58,2496.7,2129270000,2496.7
05/13/08,2491.02,2498.07,2472.58,2495.12,1895250000,2495.12
05/12/08,2454.65,2490.22,2446.36,2488.49,1769330000,2488.49
05/09/08,2432.55,2455.33,2429.03,2445.52,1711510000,2445.52
05/08/08,2450.01,2462.51,2436.61,2451.24,2031770000,2451.24
05/07/08,2483.03,2496.65,2435.76,2438.49,2238810000,2438.49
05/06/08,2455.11,2488.83,2445.37,2483.31,2097260000,2483.31
05/05/08,2475.31,2486.05,2458.12,2464.12,2085110000,2464.12
05/02/08,2499.14,2499.14,2461.46,2476.99,2279510000,2476.99
05/01/08,2416.49,2480.71,2416.49,2480.71,2344770000,2480.71
04/30/08,2434.2,2451.19,2406.37,2412.8,2127390000,2412.8
04/29/08,2420,2435.38,2412.1,2426.1,1769030000,2426.1
04/28/08,2422.63,2437,2416.9,2424.4,1724680000,2424.4
04/25/08,2424.68,2427.09,2391.15,2422.93,1956260000,2422.93
04/24/08,2408.25,2447.28,2383.76,2428.92,2337160000,2428.92
04/23/08,2391.64,2412.53,2382.77,2405.21,2181580000,2405.21
04/22/08,2397.12,2397.17,2361.67,2376.94,1941680000,2376.94
04/21/08,2393.07,2410.97,2389.82,2408.04,1601280000,2408.04
04/18/08,2394.52,2412.78,2383.24,2402.97,2190920000,2402.97
04/17/08,2347.32,2348.31,2327.66,2341.83,1779300000,2341.83
04/16/08,2313.42,2352.21,2313.42,2350.11,2128770000,2350.11
04/15/08,2287.43,2291.12,2266.29,2286.04,1884750000,2286.04
04/14/08,2287.02,2296.73,2274.91,2275.82,1626710000,2275.82
04/11/08,2327.7,2328.45,2286.19,2290.24,1902540000,2290.24
04/10/08,2326.78,2363.91,2324.39,2351.7,2159000000,2351.7
04/09/08,2351.94,2353.54,2311.45,2322.12,1922050000,2322.12
04/08/08,2353.58,2359.4,2337.84,2348.76,1635290000,2348.76
04/07/08,2386.62,2390.04,2359.54,2364.83,1730020000,2364.83
04/04/08,2366.91,2391.93,2351.76,2370.98,1977560000,2370.98
04/03/08,2347.91,2373.99,2339.38,2363.3,1993480000,2363.3
04/02/08,2363.42,2381.21,2347.78,2361.4,1996680000,2361.4
04/01/08,2306.51,2362.75,2305.4,2362.75,2160120000,2362.75
03/31/08,2265.15,2289.7,2260.59,2279.1,1788360000,2279.1
03/28/08,2291.32,2304.71,2256.87,2261.18,1785770000,2261.18
03/27/08,2315.04,2315.91,2280.47,2280.83,2038770000,2280.83
03/26/08,2328.62,2331.18,2306.49,2324.36,1915210000,2324.36
03/25/08,2329.16,2346.78,2312.06,2341.05,2099060000,2341.05
03/24/08,2268.2,2336.7,2268.2,2326.75,2312600000,2326.75
03/20/08,2220.5,2258.11,2208.12,2258.11,2764480000,2258.11
03/19/08,2272.12,2280.9,2209.96,2209.96,2265420000,2209.96
03/18/08,2215.61,2268.26,2206.81,2268.26,2411630000,2268.26
03/17/08,2166.94,2200.53,2155.42,2177.01,2338210000,2177.01
03/14/08,2271.21,2277.11,2191.75,2212.49,2547310000,2212.49
03/13/08,2219.28,2272.55,2199.38,2263.61,2419220000,2263.61
03/12/08,2259.97,2282.61,2241.38,2243.87,2077140000,2243.87
03/11/08,2209.65,2255.76,2192.5,2255.76,2526040000,2255.76
03/10/08,2211.14,2216.89,2168.67,2169.34,2101010000,2169.34
03/07/08,2204.48,2242.5,2186.93,2212.49,2386980000,2212.49
03/06/08,2265.67,2272.2,2219.33,2220.5,2165090000,2220.5
03/05/08,2266.49,2290.01,2254.2,2272.81,2209090000,2272.81
03/04/08,2244.21,2266.37,2221.09,2260.28,2669980000,2260.28
03/03/08,2271.26,2275.75,2240.3,2258.6,2145070000,2258.6
02/29/08,2309.06,2311.23,2264.97,2271.48,2405360000,2271.48
02/28/08,2342.56,2352.88,2324.47,2331.57,2032040000,2331.57
02/27/08,2329.16,2363.52,2326.34,2353.78,2216540000,2353.78
02/26/08,2314.42,2361.1,2311.32,2344.99,2263650000,2344.99
02/25/08,2303.41,2333.71,2294.38,2327.48,2152880000,2327.48
02/22/08,2306.61,2308.76,2265.36,2303.35,2324450000,2303.35
02/21/08,2344.08,2353.79,2294.77,2299.78,2277540000,2299.78
02/20/08,2292.82,2331.7,2291.24,2327.1,2258180000,2327.1
02/19/08,2348.98,2352.79,2300.1,2306.2,1988690000,2306.2
02/15/08,2320.58,2329.17,2305.81,2321.8,1999540000,2321.8
02/14/08,2376.22,2376.22,2328.59,2332.54,2267580000,2332.54
02/13/08,2347.22,2373.93,2338.91,2373.93,2174670000,2373.93
02/12/08,2333.31,2349.55,2305.83,2320.04,2183530000,2320.04
02/11/08,2310.75,2326.23,2294.42,2320.06,2072270000,2320.06
02/08/08,2290.5,2318.67,2280.27,2304.85,2229330000,2304.85
02/07/08,2259.62,2318.52,2252.65,2293.03,2946360000,2293.03
02/06/08,2327.18,2338.27,2277.27,2278.75,2362020000,2278.75
02/05/08,2344.81,2359.43,2309.57,2309.57,2501820000,2309.57
02/04/08,2413.42,2413.42,2382.09,2382.85,2050940000,2382.85
02/01/08,2392.58,2419.23,2374.5,2413.36,3060180000,2413.36
01/31/08,2317.11,2403.46,2313.52,2389.86,2813420000,2389.86
01/30/08,2346.36,2396,2343.88,2349,2618850000,2349
01/29/08,2360.43,2362.11,2332,2358.06,2160040000,2358.06
01/28/08,2324.85,2349.91,2306.64,2349.91,2033860000,2349.91
01/25/08,2402.8,2408.22,2322.56,2326.2,2599410000,2326.2
01/24/08,2328.86,2361.89,2326.37,2360.92,2928900000,2360.92
01/23/08,2226.77,2320.13,2202.54,2316.41,3650250000,2316.41
01/22/08,2221.2,2318.6,2221.2,2292.27,3161430000,2292.27
01/18/08,2365.56,2384.21,2323.29,2340.02,2991360000,2340.02
01/17/08,2405.74,2416.51,2343.65,2346.9,2785930000,2346.9
01/16/08,2390.56,2429.58,2361.22,2394.59,3397330000,2394.59
01/15/08,2449.04,2455.29,2412.47,2417.59,2390120000,2417.59
01/14/08,2470.87,2483.13,2455.34,2478.3,2134230000,2478.3
01/11/08,2471.86,2473.95,2428.85,2439.94,2355490000,2439.94
01/10/08,2452.12,2503.55,2446.8,2488.52,2640400000,2488.52
01/09/08,2443.85,2474.55,2407.39,2474.55,2821160000,2474.55
01/08/08,2506.97,2527.42,2440.51,2440.51,2566480000,2440.51
01/07/08,2514.15,2521.62,2471.23,2499.46,2600100000,2499.46
01/04/08,2571.08,2571.08,2502.68,2504.65,2516310000,2504.65
01/03/08,2611.96,2624.27,2592.18,2602.68,1970200000,2602.68
01/02/08,2653.91,2661.5,2597.81,2609.63,2076690000,2609.63
12/31/07,2663.78,2668.61,2646.09,2652.28,1454550000,2652.28
12/28/07,2693.36,2697.77,2661.79,2674.46,1338850000,2674.46
12/27/07,2715.02,2717.12,2675.89,2676.79,2324820000,2676.79
12/26/07,2702.82,2727.55,2698.48,2724.41,1241830000,2724.41
12/24/07,2694.35,2715.77,2694.35,2713.5,778620000,2713.5
12/21/07,2676.85,2691.99,2671.59,2691.99,2508800000,2691.99
12/20/07,2628.12,2640.88,2605.21,2640.86,1960470000,2640.86
12/19/07,2593.33,2609.73,2583.32,2601.01,1835920000,2601.01
12/18/07,2597.59,2604.38,2553.99,2596.03,1982590000,2596.03
12/17/07,2623.23,2626.37,2574.46,2574.46,1873110000,2574.46
12/14/07,2647.68,2671.88,2634.75,2635.74,1902390000,2635.74
12/13/07,2651.45,2670.33,2641.57,2668.49,2143760000,2668.49
12/12/07,2703.26,2712.59,2638.82,2671.14,2311900000,2671.14
12/11/07,2723.09,2734.82,2650.22,2652.35,2195200000,2652.35
12/10/07,2710.73,2727.84,2706.59,2718.95,1776540000,2718.95
12/07/07,2710.33,2711.96,2695.96,2706.16,1855070000,2706.16
12/06/07,2665.87,2709.1,2664.71,2709.03,1970680000,2709.03
12/05/07,2648.96,2671.72,2647.41,2666.36,2258840000,2666.36
12/04/07,2620.34,2636.01,2613.83,2619.83,2044740000,2619.83
12/03/07,2654.91,2667.82,2636.96,2637.13,1994710000,2637.13
11/30/07,2693.61,2696.24,2642.25,2660.96,2571340000,2660.96
11/29/07,2653.36,2675.21,2648.49,2668.13,2157170000,2668.13
11/28/07,2607.33,2667.93,2606.86,2662.91,2518580000,2662.91
11/27/07,2557.98,2585.93,2546.37,2580.8,2166930000,2580.8
11/26/07,2599.82,2613.69,2539.81,2540.99,2019400000,2540.99
11/23/07,2578.99,2601.55,2567.58,2596.6,804330000,2596.6
11/21/07,2570.53,2597.17,2542.7,2562.15,2034730000,2562.15
11/20/07,2603.53,2633.82,2554.32,2596.81,2607370000,2596.81
11/19/07,2622.44,2628.15,2583.26,2593.38,2188010000,2593.38
11/16/07,2631.81,2640.03,2596.59,2637.24,2515680000,2637.24
11/15/07,2636.27,2652.65,2601.39,2618.51,2289480000,2618.51
11/14/07,2698.03,2698.35,2636.32,2644.32,2420260000,2644.32
11/13/07,2613.37,2673.65,2613.37,2673.65,2662780000,2673.65
11/12/07,2619.41,2643,2583,2584.13,2820740000,2584.13
11/09/07,2648.96,2668.79,2624.43,2627.94,2955790000,2627.94
11/08/07,2748.4,2753.05,2648.03,2696,3461810000,2696
11/07/07,2798.45,2810.19,2748.31,2748.76,2491180000,2748.76
11/06/07,2809.81,2825.47,2780.22,2825.18,2482160000,2825.18
11/05/07,2782.8,2807.51,2771.91,2795.18,2092590000,2795.18
11/02/07,2812.79,2817.03,2773.82,2810.38,2426050000,2810.38
11/01/07,2835,2835.63,2793.17,2794.83,2528410000,2794.83
10/31/07,2827.8,2861.51,2815.67,2859.12,2534530000,2859.12
10/30/07,2807.32,2828.82,2803.67,2816.71,2121930000,2816.71
10/29/07,2815.16,2825.37,2805.25,2817.44,2014730000,2817.44
10/26/07,2806.52,2810.31,2776.53,2804.19,2583680000,2804.19
10/25/07,2777.59,2787.29,2733.08,2750.86,2753360000,2750.86
10/24/07,2775.33,2781.96,2720.3,2774.76,2739680000,2774.76
10/23/07,2775.52,2799.26,2758.53,2799.26,2335770000,2799.26
10/22/07,2705.86,2755.47,2698.14,2753.93,1958710000,2753.93
10/19/07,2799.32,2799.32,2725.16,2725.16,2371650000,2725.16
10/18/07,2778.31,2803.26,2770.11,2799.31,1973010000,2799.31
10/17/07,2801.66,2803.96,2755.26,2792.67,2400080000,2792.67
10/16/07,2770.03,2781.8,2759.43,2763.91,2038520000,2763.91
10/15/07,2809.17,2811.66,2764.68,2780.05,1967120000,2780.05
10/12/07,2779.79,2806.18,2778.29,2805.68,1957790000,2805.68
10/11/07,2824.55,2834,2757.76,2772.2,2508690000,2772.2
10/10/07,2805.44,2813.67,2795.98,2811.61,1916630000,2811.61
